SECY_number,SRM Description,SRM Date,SRM Year,SRM url,Description,SECY Date,SECY Year,SECY url,detailed_type,title,voter,Vote Date,CVR Year,availability,SRM_Business_Days,Vote_Business_Days,Vote_SRM_Business_Days,first_vote,last_vote,Role at CVR,Party Affiliation,Start Date,End Date,Gender,Chair at CVR,Cumulative Days Served,Term Number,Chair at SECY,Chair at SECY Start Date,Chair at SECY End Date,Last Name,Role at SECY,SECY_before_term,Original_Vote_Business_Days,Original_SRM_Business_Days,next_chair,bdays_before_chair_end,responsible_chair,com_count_SECY,com_count_CVR,com_count_SRM,com_count_average,consistency_count,Congress,Presidency,Party,Party_Congress_Diff,Party_Presidency_Diff
SECY-03-0227,"Review Standard RS-002, ""Processing Applications for Early Site Permits""",2004-03-15,2003,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2003/2003-0227srm.pdf,"Review Standard RS-002, ""Processing Applications for Early Site Permits""",2003-12-31,2003,https://www.nrc.gov/docs/ML0323/ML032340334.html,Information,COMR.,MERRIFIELD,2004-02-02,2003,all,50.0,21.0,29.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1894,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,21.0,50.0,Klein,652.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0008,"Proposed Amendment to Agreement Between the State of Utah and the Commission Pursuant to Section 274 of the Atomic Energy Act of 1954, as Amended",2004-02-06,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0008srm.pdf,"Proposed Amendment to Agreement Between the State of Utah and the Commission Pursuant to Section 274 of the Atomic Energy Act of 1954, as Amended",2004-01-26,2004,https://www.nrc.gov/docs/ML0400/ML040090335.html,Recommendations,CHRM.,DIAZ,2004-02-04,2004,all,9.0,7.0,2.0,False,True,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2627,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,7.0,9.0,Klein,634.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0008,"Proposed Amendment to Agreement Between the State of Utah and the Commission Pursuant to Section 274 of the Atomic Energy Act of 1954, as Amended",2004-02-06,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0008srm.pdf,"Proposed Amendment to Agreement Between the State of Utah and the Commission Pursuant to Section 274 of the Atomic Energy Act of 1954, as Amended",2004-01-26,2004,https://www.nrc.gov/docs/ML0400/ML040090335.html,Recommendations,COMR.,MCGAFFIGAN,2004-02-02,2004,all,9.0,5.0,4.0,True,False,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2715,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,5.0,9.0,Klein,634.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0008,"Proposed Amendment to Agreement Between the State of Utah and the Commission Pursuant to Section 274 of the Atomic Energy Act of 1954, as Amended",2004-02-06,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0008srm.pdf,"Proposed Amendment to Agreement Between the State of Utah and the Commission Pursuant to Section 274 of the Atomic Energy Act of 1954, as Amended",2004-01-26,2004,https://www.nrc.gov/docs/ML0400/ML040090335.html,Recommendations,COMR.,MERRIFIELD,2004-02-03,2004,all,9.0,6.0,3.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1895,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,6.0,9.0,Klein,634.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0026,"Proposed Rule to Amend 10 CFR 9, Subpart A, Freedom of Information Act Regulations and Subpart B, Privacy Act Regulations",2004-03-24,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0026srm.pdf,"Proposed Rule to Amend 10 CFR 9, Subpart A, Freedom of Information Act Regulations and Subpart B, Privacy Act Regulations",2004-02-20,2004,https://www.nrc.gov/docs/ML0324/ML032471533.html,Proposed Rule,CHRM.,DIAZ,2004-03-08,2004,all,23.0,11.0,12.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2660,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,11.0,23.0,Klein,615.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0026,"Proposed Rule to Amend 10 CFR 9, Subpart A, Freedom of Information Act Regulations and Subpart B, Privacy Act Regulations",2004-03-24,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0026srm.pdf,"Proposed Rule to Amend 10 CFR 9, Subpart A, Freedom of Information Act Regulations and Subpart B, Privacy Act Regulations",2004-02-20,2004,https://www.nrc.gov/docs/ML0324/ML032471533.html,Proposed Rule,COMR.,MCGAFFIGAN,2004-03-12,2004,all,23.0,15.0,8.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2754,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,15.0,23.0,Klein,615.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0026,"Proposed Rule to Amend 10 CFR 9, Subpart A, Freedom of Information Act Regulations and Subpart B, Privacy Act Regulations",2004-03-24,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0026srm.pdf,"Proposed Rule to Amend 10 CFR 9, Subpart A, Freedom of Information Act Regulations and Subpart B, Privacy Act Regulations",2004-02-20,2004,https://www.nrc.gov/docs/ML0324/ML032471533.html,Proposed Rule,COMR.,MERRIFIELD,2004-03-11,2004,all,23.0,14.0,9.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1932,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,14.0,23.0,Klein,615.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0029,Options for Full-Scale Spent Nuclear Fuel Transportation Cask Testing Under the Package Performance Study,2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0029srm.pdf,Options for Full-Scale Spent Nuclear Fuel Transportation Cask Testing Under the Package Performance Study,2004-02-23,2004,https://www.nrc.gov/docs/ML0403/ML040370782.pdf,Other,CHRM.,DIAZ,2004-03-18,2004,all,56.0,18.0,38.0,False,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2670,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,18.0,56.0,Klein,614.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0029,Options for Full-Scale Spent Nuclear Fuel Transportation Cask Testing Under the Package Performance Study,2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0029srm.pdf,Options for Full-Scale Spent Nuclear Fuel Transportation Cask Testing Under the Package Performance Study,2004-02-23,2004,https://www.nrc.gov/docs/ML0403/ML040370782.pdf,Other,COMR.,MCGAFFIGAN,2004-04-06,2004,all,56.0,31.0,25.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2779,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,31.0,56.0,Klein,614.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0029,Options for Full-Scale Spent Nuclear Fuel Transportation Cask Testing Under the Package Performance Study,2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0029srm.pdf,Options for Full-Scale Spent Nuclear Fuel Transportation Cask Testing Under the Package Performance Study,2004-02-23,2004,https://www.nrc.gov/docs/ML0403/ML040370782.pdf,Other,COMR.,MERRIFIELD,2004-03-11,2004,all,56.0,13.0,43.0,True,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1932,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,13.0,56.0,Klein,614.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0030,Development of a More Robust Materials Research Program,2004-04-12,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0030srm.pdf,Development of a More Robust Materials Research Program,2004-02-24,2004,https://www.nrc.gov/docs/ML0403/ML040360754.html,Information,CHRM.,DIAZ,2004-03-31,2004,all,34.0,26.0,8.0,False,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2683,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,26.0,34.0,Klein,613.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0030,Development of a More Robust Materials Research Program,2004-04-12,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0030srm.pdf,Development of a More Robust Materials Research Program,2004-02-24,2004,https://www.nrc.gov/docs/ML0403/ML040360754.html,Information,COMR.,MCGAFFIGAN,2004-04-02,2004,all,34.0,28.0,6.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2775,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,28.0,34.0,Klein,613.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0030,Development of a More Robust Materials Research Program,2004-04-12,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0030srm.pdf,Development of a More Robust Materials Research Program,2004-02-24,2004,https://www.nrc.gov/docs/ML0403/ML040360754.html,Information,COMR.,MERRIFIELD,2004-03-22,2004,all,34.0,19.0,15.0,True,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1943,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,19.0,34.0,Klein,613.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0032,"Programmatic Information Needed for Approval of a Combined License Without Inspections, Tests, Analyses and Acceptance Criteria",2004-05-14,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0032srm.pdf,"Programmatic Information Needed for Approval of a Combined License Without Inspections, Tests, Analyses and Acceptance Criteria",2004-02-26,2004,https://www.nrc.gov/docs/ML0402/ML040230079.pdf,Other,CHRM.,DIAZ,2004-04-07,2004,all,56.0,29.0,27.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2690,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,29.0,56.0,Klein,611.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0032,"Programmatic Information Needed for Approval of a Combined License Without Inspections, Tests, Analyses and Acceptance Criteria",2004-05-14,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0032srm.pdf,"Programmatic Information Needed for Approval of a Combined License Without Inspections, Tests, Analyses and Acceptance Criteria",2004-02-26,2004,https://www.nrc.gov/docs/ML0402/ML040230079.pdf,Other,COMR.,MCGAFFIGAN,2004-04-30,2004,all,56.0,46.0,10.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2803,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,46.0,56.0,Klein,611.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0032,"Programmatic Information Needed for Approval of a Combined License Without Inspections, Tests, Analyses and Acceptance Criteria",2004-05-14,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0032srm.pdf,"Programmatic Information Needed for Approval of a Combined License Without Inspections, Tests, Analyses and Acceptance Criteria",2004-02-26,2004,https://www.nrc.gov/docs/ML0402/ML040230079.pdf,Other,COMR.,MERRIFIELD,2004-04-29,2004,all,56.0,45.0,11.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1981,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,45.0,56.0,Klein,611.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0035,Results of the License Termination Rule Analysis of the Use of Intentional Mixing of Contaminated Soil,2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0035srm.pdf,Results of the License Termination Rule Analysis of the Use of Intentional Mixing of Contaminated Soil,2004-03-01,2004,https://www.nrc.gov/docs/ML0400/ML040060667.html,Other,CHRM.,DIAZ,2004-03-17,2004,all,51.0,12.0,39.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2669,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,12.0,51.0,Klein,609.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0035,Results of the License Termination Rule Analysis of the Use of Intentional Mixing of Contaminated Soil,2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0035srm.pdf,Results of the License Termination Rule Analysis of the Use of Intentional Mixing of Contaminated Soil,2004-03-01,2004,https://www.nrc.gov/docs/ML0400/ML040060667.html,Other,COMR.,MCGAFFIGAN,2004-04-30,2004,all,51.0,44.0,7.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2803,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,44.0,51.0,Klein,609.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0035,Results of the License Termination Rule Analysis of the Use of Intentional Mixing of Contaminated Soil,2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0035srm.pdf,Results of the License Termination Rule Analysis of the Use of Intentional Mixing of Contaminated Soil,2004-03-01,2004,https://www.nrc.gov/docs/ML0400/ML040060667.html,Other,COMR.,MERRIFIELD,2004-04-12,2004,all,51.0,30.0,21.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1964,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,30.0,51.0,Klein,609.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0037,Issues Related to Proposed Rulemaking to Risk-Inform Requirements Related to Large Break Loss-of-Coolant Accident (LOCA) Break Size and Plans for Rulemaking on LOCA with Coincident Loss-of-Offsite Power,2004-07-01,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0037srm.pdf,Issues Related to Proposed Rulemaking to Risk-Inform Requirements Related to Large Break Loss-Of-Coolant Accident (LOCA) Break Size and Plans for Rulemaking on LOCA with Coincident Loss-Of-Offsite Power,2004-03-03,2004,https://www.nrc.gov/docs/ML0405/ML040550014.html,Proposed Rule,CHRM.,DIAZ,2004-04-13,2004,all,85.0,29.0,56.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2696,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,29.0,85.0,Klein,607.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0037,Issues Related to Proposed Rulemaking to Risk-Inform Requirements Related to Large Break Loss-of-Coolant Accident (LOCA) Break Size and Plans for Rulemaking on LOCA with Coincident Loss-of-Offsite Power,2004-07-01,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0037srm.pdf,Issues Related to Proposed Rulemaking to Risk-Inform Requirements Related to Large Break Loss-Of-Coolant Accident (LOCA) Break Size and Plans for Rulemaking on LOCA with Coincident Loss-Of-Offsite Power,2004-03-03,2004,https://www.nrc.gov/docs/ML0405/ML040550014.html,Proposed Rule,COMR.,MCGAFFIGAN,2004-06-04,2004,all,85.0,66.0,19.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2838,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,66.0,85.0,Klein,607.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0037,Issues Related to Proposed Rulemaking to Risk-Inform Requirements Related to Large Break Loss-of-Coolant Accident (LOCA) Break Size and Plans for Rulemaking on LOCA with Coincident Loss-of-Offsite Power,2004-07-01,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0037srm.pdf,Issues Related to Proposed Rulemaking to Risk-Inform Requirements Related to Large Break Loss-Of-Coolant Accident (LOCA) Break Size and Plans for Rulemaking on LOCA with Coincident Loss-Of-Offsite Power,2004-03-03,2004,https://www.nrc.gov/docs/ML0405/ML040550014.html,Proposed Rule,COMR.,MERRIFIELD,2004-04-13,2004,all,85.0,29.0,56.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1965,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,29.0,85.0,Klein,607.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0044,Proposed Pilot Program for the Use of Alternative Dispute Resolution in the Enforcement Program,2004-03-31,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0044srm.pdf,Proposed Pilot Program for the Use of Alternative Dispute Resolution in the Enforcement Program,2004-03-12,2004,https://www.nrc.gov/docs/ML0405/ML040550442.html,Recommendations,CHRM.,DIAZ,2004-03-23,2004,all,13.0,7.0,6.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2675,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,7.0,13.0,Klein,600.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0044,Proposed Pilot Program for the Use of Alternative Dispute Resolution in the Enforcement Program,2004-03-31,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0044srm.pdf,Proposed Pilot Program for the Use of Alternative Dispute Resolution in the Enforcement Program,2004-03-12,2004,https://www.nrc.gov/docs/ML0405/ML040550442.html,Recommendations,COMR.,MCGAFFIGAN,2004-03-29,2004,all,13.0,11.0,2.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2771,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,11.0,13.0,Klein,600.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0044,Proposed Pilot Program for the Use of Alternative Dispute Resolution in the Enforcement Program,2004-03-31,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0044srm.pdf,Proposed Pilot Program for the Use of Alternative Dispute Resolution in the Enforcement Program,2004-03-12,2004,https://www.nrc.gov/docs/ML0405/ML040550442.html,Recommendations,COMR.,MERRIFIELD,2004-03-24,2004,all,13.0,8.0,5.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1945,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,8.0,13.0,Klein,600.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0045,Final Criteria for the Treatment of Individual Requirements in a Regulatory Analysis,2004-04-21,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0045srm.pdf,Final Criteria for the Treatment of Individual Requirements in a Regulatory Analysis,2004-03-17,2004,https://www.nrc.gov/docs/ML0403/ML040340359.html,Other,CHRM.,DIAZ,2004-04-06,2004,all,25.0,14.0,11.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2689,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,14.0,25.0,Klein,597.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0045,Final Criteria for the Treatment of Individual Requirements in a Regulatory Analysis,2004-04-21,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0045srm.pdf,Final Criteria for the Treatment of Individual Requirements in a Regulatory Analysis,2004-03-17,2004,https://www.nrc.gov/docs/ML0403/ML040340359.html,Other,COMR.,MCGAFFIGAN,2004-04-14,2004,all,25.0,20.0,5.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2787,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,20.0,25.0,Klein,597.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0045,Final Criteria for the Treatment of Individual Requirements in a Regulatory Analysis,2004-04-21,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0045srm.pdf,Final Criteria for the Treatment of Individual Requirements in a Regulatory Analysis,2004-03-17,2004,https://www.nrc.gov/docs/ML0403/ML040340359.html,Other,COMR.,MERRIFIELD,2004-04-12,2004,all,25.0,18.0,7.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1964,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,18.0,25.0,Klein,597.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0046,Fiscal Year 2003 Report to Congress on Abnormal Occurrences,2004-04-08,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0046srm.pdf,Fiscal Year 2003 Report to Congress on Abnormal Occurrences,2004-03-18,2004,https://www.nrc.gov/docs/ML0404/ML040400176.html,Report,CHRM.,DIAZ,2004-03-30,2004,all,15.0,8.0,7.0,False,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2682,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,8.0,15.0,Klein,596.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0046,Fiscal Year 2003 Report to Congress on Abnormal Occurrences,2004-04-08,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0046srm.pdf,Fiscal Year 2003 Report to Congress on Abnormal Occurrences,2004-03-18,2004,https://www.nrc.gov/docs/ML0404/ML040400176.html,Report,COMR.,MCGAFFIGAN,2004-03-23,2004,all,15.0,3.0,12.0,True,False,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2765,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,3.0,15.0,Klein,596.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0046,Fiscal Year 2003 Report to Congress on Abnormal Occurrences,2004-04-08,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0046srm.pdf,Fiscal Year 2003 Report to Congress on Abnormal Occurrences,2004-03-18,2004,https://www.nrc.gov/docs/ML0404/ML040400176.html,Report,COMR.,MERRIFIELD,2004-04-07,2004,all,15.0,14.0,1.0,False,True,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1959,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,14.0,15.0,Klein,596.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0050,"Final Rule: Revision of 10 CFR 50.48 to Allow Performance-Based Approaches Using National Fire Protection Association (NFPA) Standard 805 (NFPA 805), "";Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,"" 2001 Edition",2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/meet/2004/m20040511a.pdf,"Final Rule: Revision of 10 CFR 50.48 to Allow Performance-Based Approaches Using National Fire Protection Association (NFPA) Standard 805 (NFPA 805), ""Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,"" 2001 Edition",2004-03-29,2004,https://www.nrc.gov/docs/ML0405/ML040540511.html,Final Rule,CHRM.,DIAZ,2004-04-08,2004,all,31.0,8.0,23.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2691,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,8.0,31.0,Klein,589.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0050,"Final Rule: Revision of 10 CFR 50.48 to Allow Performance-Based Approaches Using National Fire Protection Association (NFPA) Standard 805 (NFPA 805), "";Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,"" 2001 Edition",2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/meet/2004/m20040511a.pdf,"Final Rule: Revision of 10 CFR 50.48 to Allow Performance-Based Approaches Using National Fire Protection Association (NFPA) Standard 805 (NFPA 805), ""Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,"" 2001 Edition",2004-03-29,2004,https://www.nrc.gov/docs/ML0405/ML040540511.html,Final Rule,COMR.,MCGAFFIGAN,2004-05-04,2004,all,31.0,26.0,5.0,False,True,Commissioner,Democrat,1996-08-28,2005-06-30,Male,Diaz,2807,1,Diaz,2003-04-01,2006-06-30,MCGAFFIGAN,Commissioner,False,26.0,31.0,Klein,589.0,Diaz,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-04-0050,"Final Rule: Revision of 10 CFR 50.48 to Allow Performance-Based Approaches Using National Fire Protection Association (NFPA) Standard 805 (NFPA 805), "";Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,"" 2001 Edition",2004-05-11,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/meet/2004/m20040511a.pdf,"Final Rule: Revision of 10 CFR 50.48 to Allow Performance-Based Approaches Using National Fire Protection Association (NFPA) Standard 805 (NFPA 805), ""Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,"" 2001 Edition",2004-03-29,2004,https://www.nrc.gov/docs/ML0405/ML040540511.html,Final Rule,COMR.,MERRIFIELD,2004-04-21,2004,all,31.0,17.0,14.0,False,False,Commissioner,Republican,2002-08-05,2007-06-30,Male,Diaz,1973,2,Diaz,2003-04-01,2006-06-30,MERRIFIELD,Commissioner,False,17.0,31.0,Klein,589.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-04-0055,Plan for Evaluating Scientific Information and Radiation Protection Recommendations,2004-05-13,2004,https://www.nrc.gov/sites/default/files/doc_library/cdn/legacy/reading-rm/doc-collections/commission/srm/2004/2004-0055srm.pdf,Plan for Evaluating Scientific Information and Radiation Protection Recommendations,2004-04-07,2004,https://www.nrc.gov/docs/ML0408/ML040820916.html,Recommendations,CHRM.,DIAZ,2004-04-14,2004,all,26.0,5.0,21.0,True,False,Chair,Republican,2003-04-01,2006-06-30,Male,Diaz,2697,3,Diaz,2003-04-01,2006-06-30,DIAZ,Chair,False,5.0,26.0,Klein,582.0,Diaz,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
